s,x_0,x_1,p_0,res,arc_err,curv,tangent_cos,sigma_min,tau,bif_flag,stable
5.679466,0.00039785448,-0.0028511863,-5.603132,0.003619315,0.0025483035,0.014508656,0.9999999,1.0,,0,1
5.694491,0.00038674753,-0.002861878,-5.618916,0.0035935175,0.0025695662,0.014026081,1.0,1.0,,0,1
5.7095156,0.0003755493,-0.0028718114,-5.634703,0.0035673259,0.0025902016,0.013542445,1.0,1.0,,0,1
5.7245407,0.000364054,-0.0028808117,-5.650494,0.0035399464,0.0026101395,0.0130579565,0.99999994,1.0,,0,1
5.739566,0.000352378,-0.0028896201,-5.66629,0.003512423,0.002629384,0.0125727495,0.9999999,1.0,,0,1
5.754591,0.00034082495,-0.002897527,-5.682086,0.0034851858,0.0026479259,0.012086951,0.99999994,1.0,,0,1
5.769616,0.00032898597,-0.0029050503,-5.6978865,0.0034573928,0.0026657698,0.011600543,1.0,1.0,,0,1
5.784641,0.00031751674,-0.0029119514,-5.713688,0.0034309062,0.0026829203,0.01111381,0.9999999,1.0,,0,1
5.799666,0.00030544493,-0.0029180534,-5.7294927,0.0034026487,0.0026992958,0.010626951,0.9999999,1.0,,0,1
5.814691,0.00029334798,-0.0029233117,-5.745299,0.0033743917,0.0027149632,0.010139965,1.0,1.0,,0,1
5.829716,0.00028150994,-0.002928501,-5.761108,0.0033476322,0.002729891,0.00965326,1.0,1.0,,0,1
5.8447413,0.0002691634,-0.0029329807,-5.776918,0.0033197023,0.0027440605,0.009167135,0.99999994,1.0,,0,1
5.859766,0.00025717542,-0.0029366948,-5.7927313,0.0032929808,0.0027574652,0.008681874,0.99999994,1.0,,0,1
5.874791,0.00024489127,-0.0029397272,-5.8085475,0.0032658179,0.002770087,0.008197849,0.99999994,1.0,,0,1
5.8898163,0.00023255497,-0.0029423647,-5.824363,0.0032391797,0.0027819704,0.0077156364,0.9999999,1.0,,0,1
5.9048414,0.000220065,-0.0029442478,-5.840181,0.0032125548,0.0027930224,0.007235879,0.9999999,1.0,,0,1
5.9198666,0.00020774547,-0.0029453188,-5.856001,0.0031866943,0.0028033138,0.0067593353,0.9999999,1.0,,0,1
5.934891,0.0001953831,-0.0029465482,-5.871823,0.0031620292,0.0028127893,0.0062871533,0.9999999,1.0,,0,1
5.9499164,0.00018277112,-0.002946576,-5.8876457,0.0031369342,0.0028214576,0.0058205817,0.99999994,1.0,,0,1
5.9649415,0.00017022807,-0.0029456,-5.9034705,0.0031123166,0.0028293529,0.0053614588,0.99999994,1.0,,0,1
5.9799666,0.0001575835,-0.0029448848,-5.919294,0.00308909,0.0028364083,0.004912356,0.99999994,1.0,,0,1
5.994992,0.00014485978,-0.0029434767,-5.9351196,0.0030664767,0.0028426463,0.004476552,0.99999994,1.0,,0,1
6.0100164,0.00013205688,-0.0029410943,-5.950945,0.0030442807,0.0028480515,0.004058875,0.99999994,1.0,,0,1
6.0250416,0.000119685195,-0.0029384103,-5.9667735,0.0030239483,0.0028526338,0.0036658451,1.0,1.0,,0,1
6.0400667,0.00010667648,-0.0029347036,-5.9825997,0.0030032985,0.0028564043,0.0033068382,1.0,1.0,,0,1
6.055092,9.398628e-05,-0.0029309485,-5.9984303,0.0029846786,0.0028593484,0.0029946712,0.9999999,1.0,,0,1
6.070117,8.1215985e-05,-0.0029264558,-6.0142574,0.0029669406,0.0028614143,0.0027458805,0.9999999,1.0,,0,1
6.0851417,6.848015e-05,-0.0029212888,-6.030087,0.0029503312,0.0028626898,0.0025794688,0.99999994,1.0,,0,1
6.100167,5.5384822e-05,-0.002915414,-6.0459156,0.0029345811,0.0028630723,0.0025124487,0.99999994,1.0,,0,1
6.115192,4.271511e-05,-0.0029094182,-6.0617456,0.0029209175,0.0028626388,0.0025531603,1.0,1.0,,0,1
6.130217,2.9588118e-05,-0.002902329,-6.0775733,0.0029078946,0.002861376,0.002697271,0.9999999,1.0,,0,1
6.145242,1.6818754e-05,-0.0028950274,-6.093402,0.0028968407,0.0028592339,0.0029299785,0.99999994,1.0,,0,1
6.160267,4.0931627e-06,-0.0028870013,-6.1092296,0.0028871095,0.0028562895,0.003232609,0.99999994,1.0,,0,1
6.175292,-9.069219e-06,-0.0028785747,-6.1250587,0.0028791106,0.0028524555,0.0035878627,1.0,1.0,,0,1
6.190317,-2.1805055e-05,-0.0028694402,-6.1408863,0.0028725627,0.0028478224,0.003981914,1.0,1.0,,0,1
6.2053423,-3.4607947e-05,-0.002860006,-6.156712,0.002867932,0.0028423413,0.0044046612,1.0,1.0,,0,1
6.2203674,-4.7787093e-05,-0.0028499719,-6.1725383,0.0028651955,0.0028359895,0.0048487945,1.0,1.0,,0,1
6.235392,-6.0372055e-05,-0.0028391741,-6.188362,0.0028636493,0.0028288204,0.005309154,1.0,1.0,,0,1
6.250417,-7.3048286e-05,-0.0028280895,-6.204186,0.0028641718,0.0028207737,0.005781989,1.0,1.0,,0,1
6.2654424,-8.5933134e-05,-0.0028162599,-6.22001,0.0028665322,0.0028119422,0.00626472,1.0,1.0,,0,1
6.2804675,-9.867083e-05,-0.002803931,-6.23583,0.0028706451,0.0028022535,0.0067552347,1.0,1.0,,0,1
6.2954926,-0.00011153612,-0.00279117,-6.251649,0.002876946,0.0027917374,0.0072521074,1.0,1.0,,0,1
6.3105173,-0.00012442842,-0.0027778689,-6.267467,0.0028852555,0.0027803988,0.0077543072,1.0,1.0,,0,1
6.3255424,-0.00013702177,-0.0027641784,-6.2832828,0.0028951475,0.0027682302,0.008260795,1.0,1.0,,0,1
6.3405676,-0.00014984142,-0.0027496666,-6.299099,0.0029071476,0.0027552622,0.008770989,1.0,1.0,,0,1
6.3555927,-0.00016215723,-0.0027350336,-6.314911,0.0029204364,0.0027414632,0.009284412,1.0,1.0,,0,1
6.370618,-0.00017495733,-0.0027197115,-6.3307223,0.0029365888,0.0027268897,0.009800502,1.0,1.0,,0,1
6.3856425,-0.00018734112,-0.0027040467,-6.346531,0.0029538833,0.002711523,0.01031886,1.0,1.0,,0,1
6.4006677,-0.00019995496,-0.0026876796,-6.3623366,0.002973544,0.0026953209,0.010839382,1.0,1.0,,0,1
6.415693,-0.0002121469,-0.0026708934,-6.3781414,0.002994067,0.0026783529,0.011361618,1.0,1.0,,0,1
6.430718,-0.00022483617,-0.0026538242,-6.3939424,0.0030181617,0.002660602,0.011885565,1.0,1.0,,0,1
6.445743,-0.00023688935,-0.0026361123,-6.409743,0.0030421137,0.0026421137,0.012410856,0.99999994,1.0,,0,1
6.4607677,-0.00024951715,-0.0026177429,-6.4255357,0.0030696725,0.0026228107,0.012937444,0.9999999,1.0,,0,1
6.475793,-0.00026161876,-0.002599286,-6.4413285,0.0030977188,0.0026027998,0.013465203,0.99999994,1.0,,0,1
6.490818,-0.00027378276,-0.0025802292,-6.4571195,0.0031277156,0.0025820173,0.013993897,1.0,1.0,,0,1
6.505843,-0.00028570462,-0.0025608167,-6.4729066,0.003158724,0.002560498,0.014523554,1.0,1.0,,0,1
6.5208683,-0.00029784348,-0.0025408063,-6.4886904,0.003192233,0.0025382757,0.015054035,1.0,1.0,,0,1
6.535893,-0.0003095558,-0.0025204401,-6.5044703,0.0032258953,0.0025153132,0.015585232,1.0,1.0,,0,1
6.550918,-0.0003215773,-0.0024992358,-6.5202456,0.0032622325,0.0024916576,0.01611717,1.0,1.0,,0,1
6.5659432,-0.00033321325,-0.0024784096,-6.53602,0.0032992768,0.0024673084,0.01664953,1.0,1.0,,0,1
6.5809684,-0.00034502707,-0.0024567153,-6.5517893,0.0033384091,0.0024423127,0.01718252,1.0,1.0,,0,1
6.595993,-0.00035657268,-0.0024346653,-6.567556,0.0033780287,0.0024165888,0.017716024,1.0,1.0,,0,1
6.611018,-0.000368122,-0.0024120454,-6.583317,0.0034191348,0.002390255,0.018249784,0.99999994,1.0,,0,1
6.6260433,-0.00037941802,-0.0023893565,-6.5990744,0.0034608317,0.0023632655,0.018784063,0.9999999,1.0,,0,1
6.6410685,-0.0003908323,-0.0023660567,-6.6148286,0.0035044476,0.0023356227,0.019318506,1.0,1.0,,0,1
6.6560936,-0.00040174834,-0.0023424122,-6.630577,0.0035471101,0.002307398,0.019853259,0.9999999,1.0,,0,1
6.6711183,-0.00041308254,-0.0023183115,-6.646321,0.0035932278,0.0022785368,0.020388203,0.9999998,1.0,,0,1
6.6861434,-0.0004239846,-0.0022939984,-6.662062,0.0036386598,0.0022490998,0.020923318,0.9999999,1.0,,0,1
6.7011685,-0.000434638,-0.00226905,-6.677798,0.00368396,0.0022191126,0.021458603,1.0,1.0,,0,1
6.7161937,-0.0004455503,-0.002244087,-6.6935277,0.0037321409,0.002188557,0.02199403,0.99999994,1.0,,0,1
6.731219,-0.00045610033,-0.0022183787,-6.709253,0.0037794309,0.0021574493,0.022529349,0.9999999,1.0,,0,1
6.7462435,-0.00046651624,-0.0021929424,-6.7249737,0.0038275763,0.0021258604,0.023064863,0.9999999,1.0,,0,1
6.7612686,-0.00047702063,-0.0021664053,-6.7406883,0.003876977,0.0020936972,0.023600256,0.99999994,1.0,,0,1
6.7762938,-0.00048722886,-0.002140209,-6.7563972,0.003926272,0.0020610865,0.02413559,1.0,1.0,,0,1
6.791319,-0.00049740355,-0.0021131989,-6.7721024,0.003976244,0.002028012,0.024670813,1.0,1.0,,0,1
6.806344,-0.00050716195,-0.002086131,-6.7878013,0.004025056,0.0019944385,0.025205942,0.99999994,1.0,,0,1
6.8213687,-0.0005172817,-0.0020590182,-6.8034945,0.004077169,0.0019604908,0.025740974,1.0,1.0,,0,1
6.836394,-0.0005268557,-0.0020307936,-6.819181,0.0041267173,0.0019260809,0.026275715,1.0,1.0,,0,1
6.851419,-0.00053648464,-0.0020029861,-6.8348627,0.004177949,0.001891281,0.026810259,1.0,1.0,,0,1
6.866444,-0.0005458323,-0.0019745734,-6.8505383,0.004228317,0.0018561203,0.027344594,0.99999994,1.0,,0,1
6.8814692,-0.000555207,-0.0019460563,-6.8662066,0.0042798826,0.0018206078,0.027878687,1.0,1.0,,0,1
6.896494,-0.000564307,-0.0019173194,-6.8818707,0.0043307175,0.0017847433,0.028412351,1.0,1.0,,0,1
6.911519,-0.00057335384,-0.0018879585,-6.8975267,0.004381966,0.0017485576,0.028945738,0.99999994,1.0,,0,1
6.926544,-0.00058202073,-0.0018582735,-6.9131765,0.004431694,0.0017120716,0.029478684,0.9999999,1.0,,0,1
6.9415693,-0.00059062894,-0.0018290244,-6.92882,0.004482176,0.0016753261,0.030011322,0.99999994,1.0,,0,1
6.9565945,-0.0005991617,-0.0017988235,-6.9444566,0.0045327116,0.0016383519,0.030543549,0.9999999,1.0,,0,1
6.971619,-0.00060741324,-0.0017687008,-6.9600854,0.0045823785,0.0016011129,0.031075167,0.9999998,1.0,,0,1
6.9866443,-0.00061523635,-0.0017383303,-6.975709,0.0046300446,0.0015636985,0.031606458,0.99999994,1.0,,0,1
7.0016694,-0.0006235363,-0.001707634,-6.9913254,0.0046815076,0.0015260838,0.03213711,0.99999994,1.0,,0,1
7.0166945,-0.0006313287,-0.0016770009,-7.0069327,0.0047305105,0.0014882922,0.03266731,0.99999994,1.0,,0,1
7.0317197,-0.0006386852,-0.001645986,-7.022535,0.004777293,0.0014503843,0.033196844,1.0,1.0,,0,1
7.0467443,-0.00064634345,-0.0016144775,-7.0381284,0.004826653,0.0014123828,0.033725824,0.99999994,1.0,,0,1
7.0617695,-0.00065336097,-0.0015830975,-7.053713,0.0048725405,0.0013742759,0.03425415,0.9999999,1.0,,0,1
7.0767946,-0.00066067185,-0.001551481,-7.069291,0.0049210177,0.001336115,0.034781873,0.9999999,1.0,,0,1
7.09182,-0.00066738576,-0.0015197527,-7.084862,0.004966146,0.0012979157,0.03530885,0.99999994,1.0,,0,1
7.106845,-0.00067417324,-0.0014877561,-7.1004257,0.005012349,0.0012596949,0.035835136,1.0,1.0,,0,1
7.1218696,-0.0006806189,-0.0014556032,-7.115979,0.0050568325,0.0012215287,0.036360726,0.99999994,1.0,,0,1
7.1368947,-0.0006866697,-0.0014233012,-7.131524,0.005099195,0.0011833836,0.03688552,0.9999998,1.0,,0,1
7.15192,-0.0006929459,-0.0013908576,-7.1470623,0.005143662,0.001145311,0.037409507,1.0,1.0,,0,1
7.166945,-0.00069907866,-0.0013584942,-7.1625915,0.0051877564,0.0011073452,0.037932675,1.0,1.0,,0,1
7.18197,-0.0007045632,-0.0013255235,-7.1781116,0.0052277744,0.0010694889,0.038455024,0.99999994,1.0,,0,1
7.196995,-0.000709692,-0.0012926031,-7.1936235,0.0052658645,0.0010318086,0.03897652,0.99999994,1.0,,0,1
7.21202,-0.00071519986,-0.0012597144,-7.2091265,0.005307127,0.0009942851,0.039497096,1.0,1.0,,0,1
7.227045,-0.0007198034,-0.0012267008,-7.224622,0.0053425278,0.00095699204,0.040016696,0.9999999,1.0,,0,1
7.24207,-0.00072468165,-0.0011935104,-7.240107,0.0053802957,0.00091993436,0.040535457,0.9999998,1.0,,0,1
7.2570953,-0.00072932616,-0.0011602808,-7.255583,0.005416878,0.0008831407,0.04105314,0.99999994,1.0,,0,1
7.27212,-0.00073354505,-0.001126729,-7.27105,0.005450828,0.0008466401,0.04156985,1.0,1.0,,0,1
7.287145,-0.000737668,-0.0010933168,-7.286507,0.0054845572,0.00081047526,0.04208557,1.0,1.0,,0,1
7.3021703,-0.0007417472,-0.0010599848,-7.301955,0.0055184127,0.0007746684,0.04260021,0.9999999,1.0,,0,1
7.3171954,-0.00074525364,-0.0010261647,-7.3173943,0.0055484767,0.0007392426,0.04311376,1.0,1.0,,0,1
7.3322206,-0.00074852165,-0.0009924714,-7.332823,0.005577232,0.0007042599,0.043626253,1.0,1.0,,0,1
7.347245,-0.00075183064,-0.0009589158,-7.348241,0.0056066783,0.0006697116,0.044137616,0.99999994,1.0,,0,1
7.3622704,-0.00075461715,-0.0009252485,-7.363651,0.00563268,0.0006356354,0.044647794,1.0,1.0,,0,1
7.3772955,-0.0007573562,-0.0008917507,-7.379049,0.0056587015,0.000602092,0.045156818,1.0,1.0,,0,1
7.3923206,-0.0007597422,-0.00085773505,-7.394437,0.005682397,0.0005690767,0.045664586,0.99999994,1.0,,0,1
7.407346,-0.000761617,-0.0008238163,-7.409816,0.0057026795,0.0005366553,0.046171233,0.99999994,1.0,,0,1
7.4223704,-0.0007638559,-0.0007900838,-7.425184,0.005725958,0.00050482043,0.046676498,0.99999994,1.0,,0,1
7.4373956,-0.0007654736,-0.000756491,-7.440541,0.005744976,0.0004736423,0.04718058,1.0,1.0,,0,1
7.4524207,-0.0007667402,-0.0007222779,-7.4558873,0.005761593,0.0004431316,0.04768327,1.0,1.0,,0,1
7.467446,-0.00076810457,-0.000688592,-7.4712224,0.0057792594,0.00041334573,0.04818475,1.0,1.0,,0,1
7.482471,-0.00076847244,-0.0006549712,-7.48655,0.005789783,0.00038429684,0.048684876,0.99999994,1.0,,0,1
7.4974957,-0.0007693656,-0.0006212704,-7.501861,0.0058044265,0.00035601828,0.049183555,0.99999994,1.0,,0,1
7.512521,-0.0007695332,-0.00058740936,-7.5171657,0.005813867,0.00032854796,0.049680933,1.0,1.0,,0,1
7.527546,-0.0007694196,-0.0005537942,-7.532456,0.0058214283,0.00030192765,0.050176762,1.0,1.0,,0,1
7.542571,-0.0007693609,-0.00052024424,-7.5477366,0.005829602,0.00027618214,0.050671257,0.99999994,1.0,,0,1
7.557596,-0.0007688645,-0.0004864484,-7.563007,0.0058346502,0.0002513418,0.051164243,0.99999994,1.0,,0,1
7.572621,-0.00076838303,-0.00045315176,-7.578264,0.0058400263,0.00022744879,0.051655702,0.99999994,1.0,,0,1
7.587646,-0.0007668929,-0.0004196372,-7.593509,0.005837922,0.00020454764,0.05214572,1.0,1.0,,0,1
7.602671,-0.0007656291,-0.00038630888,-7.608743,0.005837685,0.00018265833,0.052634187,1.0,1.0,,0,1
7.6176963,-0.00076380465,-0.00035322458,-7.623965,0.0058333403,0.00016181935,0.053121086,1.0,1.0,,0,1
7.632721,-0.00076168217,-0.00032003038,-7.639175,0.0058268383,0.00014206876,0.053606384,1.0,1.0,,0,1
7.647746,-0.0007594889,-0.00028706342,-7.6543736,0.0058199186,0.00012344419,0.05409013,0.99999994,1.0,,0,1
7.662771,-0.00075686164,-0.00025391206,-7.6695595,0.0058097737,0.00010597544,0.054572243,0.99999994,1.0,,0,1
7.6777964,-0.0007540537,-0.00022109784,-7.6847334,0.00579835,8.970095e-05,0.055052646,0.99999994,1.0,,0,1
7.6928215,-0.000750849,-0.00018846802,-7.6998944,0.005783966,7.466284e-05,0.055531472,0.99999994,1.0,,0,1
7.707846,-0.00074738916,-0.00015594624,-7.7150416,0.005767688,6.0889957e-05,0.05600859,0.9999999,1.0,,0,1
7.7228713,-0.00074340496,-0.00012330152,-7.7301774,0.0057474226,4.841885e-05,0.05648393,0.9999999,1.0,,0,1
7.7378964,-0.00073915813,-9.134784e-05,-7.7453012,0.0057251854,3.7287835e-05,0.05695754,0.9999998,1.0,,0,1
7.7529216,-0.0007350221,-5.928427e-05,-7.7604113,0.0057038423,2.753473e-05,0.05742948,0.9999998,1.0,,0,1
7.7679467,-0.0007302407,-2.7017668e-05,-7.775508,0.0056775236,1.919578e-05,0.057899617,0.99999994,1.0,,0,1
7.7829714,-0.00072513055,4.5541674e-06,-7.7905936,0.0056486735,1.2305866e-05,0.05836791,1.0,1.0,,0,1
7.7979965,-0.0007195361,3.595464e-05,-7.805664,0.0056160544,6.90622e-06,0.058834422,1.0,1.0,,0,1
7.8130217,-0.00071382895,6.758608e-05,-7.8207235,0.005582559,3.0300157e-06,0.059299096,1.0,1.0,,0,1
7.828047,-0.00070749037,9.87798e-05,-7.835768,0.00554411,7.1677283e-07,0.059761867,1.0,1.0,,0,1
7.843072,-0.0007012198,0.00012957305,-7.850797,0.0055061677,2.9549483e-09,0.060222816,1.0,1.0,,0,1
7.8580966,-0.00069452636,0.0001606755,-7.8658147,0.0054648956,9.2570986e-07,0.060681935,1.0,1.0,,0,1
7.8731217,-0.0006875014,0.0001912769,-7.880819,0.005420977,3.5240612e-06,0.06113896,1.0,1.0,,0,1
7.888147,-0.00068005826,0.00022151321,-7.895808,0.0053737145,7.833258e-06,0.06159421,1.0,1.0,,0,1
7.903172,-0.0006720815,0.00025177188,-7.9107842,0.0053221984,1.3891114e-05,0.062047314,1.0,1.0,,0,1
7.918197,-0.0006639967,0.0002816189,-7.9257464,0.0052697584,2.1738479e-05,0.062498663,1.0,1.0,,0,1
7.933222,-0.00065533724,0.00031116046,-7.9406943,0.005212699,3.140714e-05,0.06294796,0.99999994,1.0,,0,1
7.948247,-0.0006465949,0.00034081377,-7.9556284,0.0051549296,4.294486e-05,0.063395135,1.0,1.0,,0,1
7.963272,-0.00063741766,0.0003697574,-7.970548,0.0050936,5.637871e-05,0.06384037,1.0,1.0,,0,1
7.978297,-0.00062764995,0.0003987532,-7.9854527,0.005027513,7.175199e-05,0.06428357,1.0,1.0,,0,1
7.9933224,-0.00061787944,0.00042739697,-8.000343,0.0049613095,8.910131e-05,0.06472464,0.99999994,1.0,,0,1
8.0083475,-0.00060759764,0.00045585353,-8.015219,0.0048909485,0.000108467626,0.065163665,1.0,1.0,,0,1
8.023373,-0.00059707835,0.00048375037,-8.030081,0.004818575,0.00012987948,0.06560059,1.0,1.0,,0,1
8.038397,-0.0005858904,0.0005115196,-8.044926,0.004740778,0.00015339292,0.06603528,1.0,1.0,,0,1
8.053422,-0.00057451986,0.000539056,-8.059757,0.0046614343,0.00017902417,0.06646801,1.0,1.0,,0,1
8.068447,-0.0005627321,0.0005663773,-8.074574,0.004578671,0.00020683005,0.0668984,1.0,1.0,,0,1
8.083472,-0.00055065006,0.00059310626,-8.0893755,0.0044934275,0.00023683494,0.06732678,1.0,1.0,,0,1
8.098497,-0.00053814985,0.0006197402,-8.10416,0.004404779,0.0002690786,0.06775287,1.0,1.0,,0,1
8.113523,-0.0005250573,0.0006459905,-8.118933,0.0043113003,0.0003035995,0.06817683,0.99999994,1.0,,0,1
8.128548,-0.0005119471,0.0006718887,-8.133687,0.0042176167,0.0003404429,0.06859856,0.99999994,1.0,,0,1
8.143573,-0.0004981952,0.0006974228,-8.148428,0.004118736,0.00037964652,0.06901801,0.99999994,1.0,,0,1
8.158598,-0.00048397854,0.0007228423,-8.163153,0.004016142,0.00042123804,0.06943517,0.9999999,1.0,,0,1
8.173623,-0.00046963803,0.000747581,-8.17786,0.0039124996,0.00046525578,0.069850184,0.99999994,1.0,,0,1
8.188647,-0.00045472383,0.0007719854,-8.1925535,0.0038042937,0.000511749,0.07026276,1.0,1.0,,0,1
8.203672,-0.00043965783,0.0007962752,-8.207231,0.003694999,0.0005607467,0.07067313,1.0,1.0,,0,1
8.218698,-0.0004238831,0.000820213,-8.221891,0.0035801625,0.000612279,0.07108119,0.99999994,1.0,,0,1
8.233723,-0.00040779356,0.00084347,-8.236537,0.0034629332,0.00066640554,0.07148688,0.99999994,1.0,,0,1
8.248748,-0.00039127748,0.0008666003,-8.251167,0.0033426327,0.00072314474,0.07189024,0.99999994,1.0,,0,1
8.263773,-0.00037430786,0.0008895872,-8.2657795,0.0032191614,0.00078253186,0.072291315,0.9999999,1.0,,0,1
8.278798,-0.0003573792,0.00091165584,-8.2803755,0.0030963568,0.00084461906,0.07268992,1.0,1.0,,0,1
8.293823,-0.0003394233,0.0009333715,-8.294957,0.002966072,0.00090942846,0.07308618,1.0,1.0,,0,1
8.308848,-0.0003213212,0.00095481146,-8.309522,0.002835516,0.0009770133,0.073480025,0.99999994,1.0,,0,1
8.3238735,-0.00030281115,0.00097629894,-8.324067,0.002703003,0.001047406,0.07387149,0.99999994,1.0,,0,1
8.338898,-0.0002838606,0.0009967061,-8.338596,0.0025682144,0.0011206144,0.07426049,1.0,1.0,,0,1
8.353923,-0.00026448164,0.0010169698,-8.353109,0.0024320113,0.00119672,0.07464705,1.0,1.0,,0,1
8.368948,-0.00024487264,0.0010368507,-8.367607,0.0022963465,0.0012757389,0.07503115,0.9999999,1.0,,0,1
8.383973,-0.00022426154,0.0010562604,-8.382088,0.0021561703,0.0013576967,0.07541279,1.0,1.0,,0,1
8.398998,-0.00020385254,0.0010753479,-8.39655,0.0020213868,0.0014426359,0.07579207,1.0,1.0,,0,1
8.414023,-0.00018287078,0.0010939026,-8.4109955,0.0018874187,0.0015305997,0.0761687,1.0,1.0,,0,1
8.429049,-0.00016124453,0.0011119274,-8.425425,0.0017555569,0.0016216369,0.07654286,0.99999994,1.0,,0,1
8.444074,-0.00013933238,0.0011295099,-8.4398365,0.0016305175,0.0017157433,0.076914616,1.0,1.0,,0,1
8.459099,-0.000116874464,0.001146757,-8.454229,0.0015137153,0.0018129861,0.077283785,1.0,1.0,,0,1
8.474124,-9.393506e-05,0.0011632172,-8.468607,0.0014092121,0.001913394,0.07765044,1.0,1.0,,0,1
8.489148,-7.091742e-05,0.0011796225,-8.482965,0.0013241653,0.0020170005,0.0780145,1.0,1.0,,0,1
8.504173,-4.7178008e-05,0.0011953181,-8.497307,0.001260751,0.0021238327,0.07837602,1.0,1.0,,0,1
8.519198,-2.2935681e-05,0.0012106309,-8.51163,0.0012262699,0.0022339458,0.07873498,0.99999994,1.0,,0,1
8.534224,1.8719584e-06,0.0012255618,-8.525936,0.0012256658,0.0023473382,0.07909139,0.99999994,1.0,,0,1
8.549249,2.7066097e-05,0.0012396341,-8.540225,0.001261001,0.0024640705,0.07944527,0.99999994,1.0,,0,1
8.564274,5.2062795e-05,0.0012535919,-8.554495,0.0013303572,0.0025841864,0.07979654,1.0,1.0,,0,1
8.579299,7.841922e-05,0.0012670476,-8.568748,0.0014342039,0.0027076944,0.08014514,1.0,1.0,,0,1
8.594324,0.00010495912,0.0012798952,-8.582981,0.0015651531,0.0028346565,0.08049115,1.0,1.0,,0,1
8.609349,0.00013190974,0.0012922296,-8.5971985,0.001719295,0.0029650985,0.080834545,1.0,1.0,,0,1
8.624374,0.00015912298,0.001303806,-8.611395,0.0018914602,0.0030990054,0.08117532,0.99999994,1.0,,0,1
8.639399,0.00018729642,0.0013154475,-8.625574,0.0020833826,0.0032364666,0.08151347,1.0,1.0,,0,1
8.654424,0.00021551829,0.0013259314,-8.639734,0.0022859108,0.0033775063,0.08184895,1.0,1.0,,0,1
8.669449,0.00024419464,0.0013361825,-8.653877,0.0025002756,0.0035221553,0.08218177,1.0,1.0,,0,1
8.684474,0.00027348474,0.0013459018,-8.668001,0.0027260575,0.0036704438,0.08251186,0.99999994,1.0,,0,1
8.699499,0.0003033979,0.0013553407,-8.682107,0.0029624465,0.0038223574,0.08283953,0.9999999,1.0,,0,1
8.714524,0.0003330689,0.0013640104,-8.696195,0.0032016376,0.003978028,0.083164275,0.99999994,1.0,,0,1
8.729549,0.00036425889,0.0013719695,-8.710264,0.0034568403,0.0041373805,0.083486415,1.0,1.0,,0,1
8.744575,0.0003952887,0.0013796659,-8.724313,0.0037145054,0.004300511,0.08380589,1.0,1.0,,0,1
8.7596,0.00042706914,0.0013866043,-8.738341,0.0039813225,0.004467457,0.08412266,1.0,1.0,,0,1
8.774625,0.00045912433,0.0013930714,-8.752354,0.004253238,0.004638199,0.08443677,1.0,1.0,,0,1
8.789649,0.0004917793,0.0013988875,-8.766344,0.004532616,0.0048127635,0.08474815,1.0,1.0,,0,1
8.804674,0.0005251821,0.0014044112,-8.780319,0.004820653,0.004991218,0.08505679,1.0,1.0,,0,1
8.819699,0.00055867154,0.0014089094,-8.794271,0.0051114317,0.005173632,0.08536274,1.0,1.0,,0,1
8.834724,0.0005927086,0.0014135018,-8.8082075,0.0054090074,0.0053599486,0.08566603,1.0,1.0,,0,1
8.84975,0.0006272653,0.0014168005,-8.822122,0.0057126824,0.0055502625,0.08596646,1.0,1.0,,0,1
8.864775,0.0006624488,0.0014201514,-8.836017,0.00602365,0.005744547,0.086264275,1.0,1.0,,0,1
8.8798,0.00069821347,0.0014225487,-8.849895,0.0063412255,0.0059428997,0.08655931,1.0,1.0,,0,1
8.894825,0.0007342817,0.0014243722,-8.863752,0.006663056,0.006145301,0.08685157,1.0,1.0,,0,1
8.90985,0.00077069644,0.0014257673,-8.877588,0.0069894837,0.006351728,0.08714111,1.0,1.0,,0,1
8.924875,0.00080780126,0.0014263913,-8.891407,0.0073233955,0.0065623373,0.087427914,0.99999994,1.0,,0,1
8.939899,0.00084552914,0.0014265571,-8.905206,0.007664259,0.0067770397,0.08771196,1.0,1.0,,0,1
8.954925,0.000883786,0.0014261315,-8.9189825,0.008011213,0.006995905,0.08799331,1.0,1.0,,0,1
8.96995,0.000922394,0.001425067,-8.93274,0.008362673,0.0072189686,0.08827179,1.0,1.0,,0,1
8.984975,0.0009616539,0.0014230553,-8.946481,0.008721227,0.007446314,0.08854752,0.99999994,1.0,,0,1
9.0,0.0010012407,0.0014208686,-8.960197,0.009084125,0.007677811,0.088820614,1.0,1.0,,0,1
