s,x_0,p_0,res,arc_err,curv,tangent_cos,sigma_min,tau,bif_flag
2.6444073,-1.4217901,2.072315,0.07226658,0.00081585307,0.19786797,0.99999815,3.9921467,,0
2.6544242,-1.425744,2.08121,0.06909704,0.00078073883,0.19749932,0.99999803,4.017028,,0
2.6644409,-1.4296839,2.0901182,0.0659399,0.0007460778,0.19711508,0.9999981,4.04187,,0
2.6744576,-1.433608,2.0990381,0.062800646,0.00071188563,0.1967157,0.9999982,4.066658,,0
2.6844742,-1.4375186,2.1079726,0.059675694,0.000678126,0.1963006,0.9999982,4.0914063,,0
2.694491,-1.441414,2.1169205,0.056569815,0.0006449502,0.19587064,0.9999982,4.1161027,,0
2.7045076,-1.4452958,2.1258814,0.053478003,0.0006122466,0.19542536,0.9999982,4.1407585,,0
2.7145243,-1.4491628,2.1348562,0.050406694,0.0005801468,0.19496539,0.9999982,4.1653624,,0
2.724541,-1.4530152,2.1438432,0.047353745,0.00054867676,0.19449088,0.9999983,4.1899166,,0
2.7345576,-1.456854,2.152846,0.04432106,0.0005178021,0.19400154,0.9999982,4.214425,,0
2.7445743,-1.4606781,2.161858,0.04130459,0.0004875845,0.193498,0.9999982,4.2388835,,0
2.754591,-1.4644884,2.1708875,0.038312674,0.0004581069,0.19298033,0.9999983,4.2632914,,0
2.7646077,-1.4682844,2.1799266,0.035338163,0.00042933095,0.19244845,0.99999833,4.28765,,0
2.7746243,-1.4720663,2.1889832,0.03239155,0.00040128294,0.19190285,0.99999833,4.3119545,,0
2.784641,-1.4758344,2.1980515,0.029464245,0.0003740002,0.19134334,0.99999833,4.3362093,,0
2.7946577,-1.4795885,2.2071311,0.026557446,0.00034758225,0.1907705,0.99999833,4.3604145,,0
2.8046746,-1.4833293,2.2162259,0.023674011,0.0003219115,0.19018391,0.99999845,4.384572,,0
2.8146913,-1.487056,2.225333,0.020814896,0.00029709798,0.18958427,0.99999845,4.4086742,,0
2.824708,-1.4907693,2.2344542,0.017980337,0.0002731771,0.18897155,0.99999845,4.432725,,0
2.8347247,-1.4944687,2.243588,0.015171051,0.00025013558,0.18834578,0.99999845,4.456722,,0
2.8447413,-1.4981545,2.252736,0.012388468,0.00022799567,0.1877075,0.99999845,4.480665,,0
2.854758,-1.501827,2.2618952,0.0096280575,0.00020679405,0.1870565,0.99999845,4.5045576,,0
2.8647747,-1.505486,2.2710695,0.006897211,0.00018655363,0.18639311,0.99999845,4.5283947,,0
2.8747914,-1.5091317,2.280256,0.0041918755,0.00016725365,0.18571743,0.99999845,4.5521793,,0
2.884808,-1.5127645,2.2894554,0.0015115738,0.00014894323,0.18502969,0.99999857,4.5759134,,0
2.8948247,-1.5163835,2.2986689,0.0011372566,0.00013163657,0.1843298,0.99999857,4.599588,,0
2.9048414,-1.5199897,2.3078947,0.0037605762,0.00011533569,0.18361823,0.9999986,4.623212,,0
2.914858,-1.523583,2.3171322,0.0063581467,0.00010008685,0.18289517,0.9999985,4.646784,,0
2.9248748,-1.5271627,2.3263848,0.008920193,8.587015e-05,0.1821607,0.99999857,4.670293,,0
2.9348915,-1.5307298,2.3356485,0.011457682,7.270737e-05,0.1814149,0.9999986,4.6937523,,0
2.9449081,-1.5342844,2.344927,0.013963938,6.06075e-05,0.18065777,0.9999986,4.7171583,,0
2.9549248,-1.5378261,2.3542163,0.016443491,4.9585436e-05,0.1798899,0.9999987,4.74051,,0
2.9649415,-1.5413547,2.36352,0.018888235,3.964986e-05,0.1791111,0.99999875,4.7638025,,0
2.9749584,-1.5448709,2.3728368,0.021302462,3.0810075e-05,0.17832176,0.99999875,4.7870407,,0
2.984975,-1.5483744,2.3821635,0.023689747,2.30694e-05,0.17752194,0.9999987,4.8102264,,0
2.9949918,-1.5518656,2.3915048,0.026043415,1.6434513e-05,0.17671163,0.99999875,4.8333554,,0
3.0050082,-1.555344,2.4008598,0.028361797,1.0923143e-05,0.17589127,0.9999987,4.8564243,,0
3.015025,-1.5588105,2.4102268,0.03065157,6.530222e-06,0.17506097,0.9999988,4.8794436,,0
3.0250416,-1.5622642,2.4196048,0.032908678,3.2533198e-06,0.1742208,0.9999988,4.902404,,0
3.0350585,-1.5657063,2.428997,0.035132885,1.1081302e-06,0.17337081,0.9999988,4.925311,,0
3.0450752,-1.5691357,2.4384007,0.037323475,9.096226e-08,0.17251153,0.99999875,4.9481597,,0
3.0550919,-1.5725533,2.447817,0.03948164,2.0219181e-07,0.17164281,0.9999988,4.970954,,0
3.0651085,-1.5759587,2.4572453,0.041606188,1.4424817e-06,0.1707648,0.99999887,4.9936924,,0
3.0751252,-1.5793523,2.466686,0.04369688,3.813766e-06,0.16987784,0.99999887,5.0163746,,0
3.085142,-1.5827342,2.4761398,0.04575324,7.3065908e-06,0.16898185,0.99999875,5.0390024,,0
3.0951586,-1.586104,2.485606,0.047773838,1.1929908e-05,0.1680773,0.99999875,5.061572,,0
3.1051753,-1.5894623,2.495084,0.049760103,1.7668897e-05,0.16716401,0.9999988,5.0840874,,0
3.115192,-1.5928091,2.5045733,0.051714182,2.4527752e-05,0.16624247,0.99999887,5.106549,,0
3.1252086,-1.596144,2.5140743,0.053632736,3.249127e-05,0.1653124,0.99999887,5.1289525,,0
3.1352253,-1.5994675,2.5235898,0.05551243,4.1566338e-05,0.16437429,0.9999988,5.1512995,,0
3.145242,-1.6027799,2.533114,0.05736208,5.1742238e-05,0.16342828,0.99999887,5.173596,,0
3.1552587,-1.6060805,2.5426521,0.059172153,6.301039e-05,0.1624743,0.9999989,5.1958323,,0
3.1652753,-1.6093702,2.5522006,0.06095028,7.5350436e-05,0.16151279,0.999999,5.2180176,,0
3.175292,-1.6126486,2.56176,0.06269264,8.8768546e-05,0.16054386,0.999999,5.2401466,,0
3.1853087,-1.6159157,2.5713344,0.06439304,0.0001032492,0.15956731,0.999999,5.262216,,0
3.1953254,-1.6191723,2.5809193,0.06606197,0.000118779266,0.15858345,0.999999,5.284238,,0
3.2053423,-1.6224176,2.5905142,0.06769514,0.00013535254,0.15759249,0.99999905,5.3062024,,0
3.215359,-1.6256515,2.6001213,0.0692873,0.00015296064,0.15659474,0.9999991,5.328107,,0
3.2253757,-1.628875,2.60974,0.07084608,0.00017158262,0.15559034,0.99999905,5.3499613,,0
3.2353923,-1.6320873,2.6193688,0.07236719,0.00019120808,0.15457918,0.999999,5.3717585,,0
3.245409,-1.6352891,2.62901,0.073850155,0.00021181614,0.15356144,0.99999905,5.3935003,,0
3.2554257,-1.6384814,2.6386628,0.075302124,0.00023337666,0.15253727,0.99999905,5.4152007,,0
3.2654424,-1.6416614,2.6483262,0.07670832,0.00025589805,0.15150715,0.9999991,5.4368305,,0
3.275459,-1.6448321,2.6580017,0.078082085,0.00027940882,0.15047047,0.9999991,5.458416,,0
3.2854757,-1.647992,2.667686,0.07941961,0.00030381972,0.14942816,0.99999905,5.4799476,,0
3.2954924,-1.6511415,2.6773813,0.08071947,0.00032910134,0.14838,0.9999991,5.501423,,0
3.305509,-1.6542809,2.6870885,0.081980705,0.0003553348,0.1473261,0.99999917,5.5228477,,0
3.3155258,-1.6574101,2.6968067,0.083204746,0.00038237363,0.14626674,0.99999917,5.544218,,0
3.3255424,-1.6605295,2.7065368,0.08439064,0.00041027344,0.14520186,0.9999993,5.565538,,0
3.3355591,-1.6636382,2.716273,0.08554268,0.00043904068,0.1441318,0.9999993,5.5868025,,0
3.3455758,-1.6667373,2.726023,0.086654186,0.00046859158,0.14305653,0.9999993,5.608017,,0
3.3555927,-1.6698269,2.7357833,0.08772993,0.0004989558,0.14197622,0.9999993,5.629182,,0
3.3656094,-1.6729062,2.745552,0.088769436,0.0005300974,0.14089105,0.9999992,5.6502934,,0
3.375626,-1.6759759,2.7553327,0.08976984,0.00056189904,0.13980131,0.9999992,5.6713533,,0
3.3856428,-1.6790357,2.7651234,0.09073067,0.0005945224,0.1387068,0.9999992,5.692359,,0
3.3956594,-1.6820862,2.7749243,0.09165621,0.0006278392,0.13760774,0.9999993,5.713318,,0
3.4056761,-1.685127,2.7847357,0.09254265,0.0006617699,0.13650447,0.99999917,5.7342234,,0
3.4156928,-1.6881584,2.794554,0.09339666,0.0006964298,0.13539684,0.9999992,5.755083,,0
3.4257095,-1.6911801,2.8043861,0.09420586,0.000731697,0.1342851,0.9999993,5.7758846,,0
3.4357262,-1.6941934,2.8142257,0.09498596,0.00076753146,0.13316952,0.99999934,5.7966485,,0
3.4457428,-1.6971966,2.8240747,0.095724106,0.00080406026,0.1320499,0.9999993,5.817354,,0
3.4557595,-1.700191,2.833935,0.09642553,0.0008410302,0.13092677,0.99999934,5.8380136,,0
3.4657762,-1.7031761,2.8438025,0.09709263,0.000878612,0.12979995,0.99999946,5.8586245,,0
3.475793,-1.7061524,2.8536801,0.09772158,0.00091665424,0.12866962,0.9999994,5.879188,,0
3.4858096,-1.70912,2.8635702,0.09831047,0.0009552227,0.12753588,0.9999995,5.899704,,0
3.4958262,-1.7120782,2.8734653,0.09886646,0.0009942325,0.12639894,0.9999995,5.92017,,0
3.505843,-1.7150279,2.883372,0.09938383,0.0010336858,0.12525886,0.99999946,5.940591,,0
3.5158596,-1.7179687,2.8932862,0.09986591,0.0010734926,0.1241158,0.9999995,5.9609637,,0
3.5258765,-1.7209015,2.9032102,0.10031414,0.0011138048,0.122969754,0.99999946,5.981295,,0
3.5358932,-1.7238251,2.913143,0.10072279,0.0011543172,0.1218212,0.9999994,6.0015755,,0
3.54591,-1.7267399,2.9230866,0.101089954,0.001195273,0.12066975,0.9999994,6.0218053,,0
3.5559266,-1.7296464,2.9330351,0.10142946,0.00123649,0.11951592,0.99999946,6.041996,,0
3.5659432,-1.7325453,2.9429939,0.10173321,0.0012780136,0.1183596,0.9999994,6.062145,,0
3.57596,-1.7354345,2.9529605,0.101995945,0.0013197985,0.11720126,0.9999995,6.0822387,,0
3.5859766,-1.7383165,2.9629369,0.10222626,0.0013617628,0.11604053,0.9999996,6.1022964,,0
3.5959933,-1.7411902,2.9729197,0.102422714,0.0014039282,0.11487767,0.9999996,6.1223106,,0
3.60601,-1.7440555,2.982912,0.102581024,0.0014463012,0.11371302,0.9999995,6.142277,,0
3.6160266,-1.7469127,2.9929118,0.102704525,0.001488789,0.112546556,0.9999994,6.1621995,,0
3.6260433,-1.7497628,3.002919,0.10279989,0.0015313507,0.11137822,0.99999946,6.18209,,0
3.63606,-1.7526041,3.012936,0.10285187,0.0015741055,0.110208556,0.9999996,6.2019277,,0
3.6460767,-1.755438,3.0229602,0.10287285,0.0016168352,0.10903726,0.99999964,6.221728,,0
3.6560934,-1.7582644,3.032992,0.10286188,0.0016596224,0.10786483,0.99999964,6.24149,,0
3.66611,-1.7610822,3.0430307,0.10281134,0.0017024569,0.10669103,0.99999964,6.261201,,0
3.676127,-1.7638932,3.0530777,0.10273218,0.0017452592,0.10551611,0.99999964,6.28088,,0
3.6861436,-1.7666967,3.0631323,0.10261822,0.001787978,0.1043402,0.99999964,6.300519,,0
3.6961603,-1.7694919,3.0731945,0.10246611,0.0018306114,0.103163585,0.9999996,6.3201103,,0
3.706177,-1.7722806,3.0832632,0.10228729,0.0018732311,0.10198597,0.9999996,6.339672,,0
3.7161937,-1.7750616,3.0933375,0.10207701,0.0019156421,0.10080806,0.99999964,6.3591933,,0
3.7262104,-1.7778355,3.1034212,0.10183096,0.0019579474,0.099629514,0.99999964,6.3786764,,0
3.736227,-1.7806017,3.1135113,0.101549625,0.0020001072,0.09845055,0.9999997,6.398116,,0
3.7462437,-1.7833608,3.123608,0.1012373,0.002042037,0.09727136,0.9999997,6.417519,,0
3.7562604,-1.7861141,3.1337113,0.1009016,0.0020836943,0.09609199,0.99999964,6.4368997,,0
3.766277,-1.7888589,3.1438236,0.100520134,0.0021251459,0.09491279,0.99999964,6.4562244,,0
3.7762938,-1.7915974,3.1539385,0.100119114,0.0021662842,0.09373359,0.99999964,6.475525,,0
3.7863104,-1.7943289,3.164063,0.09968138,0.0022071898,0.09255471,0.9999997,6.4947867,,0
3.796327,-1.7970533,3.1741896,0.099217415,0.0022476865,0.09137639,0.9999997,6.5140123,,0
3.8063438,-1.7997714,3.1843271,0.09871769,0.00228789,0.09019831,0.99999976,6.533204,,0
3.8163605,-1.8024831,3.1944704,0.09818983,0.0023277136,0.08902111,0.9999997,6.5523653,,0
3.8263772,-1.8051878,3.2046177,0.09763384,0.0023671268,0.08784467,0.9999996,6.5714912,,0
3.8363938,-1.8078856,3.214769,0.09705019,0.0024060754,0.08666932,0.99999964,6.5905824,,0
3.8464108,-1.8105774,3.2249303,0.09643173,0.002444599,0.085495025,0.9999997,6.6096416,,0
3.8564274,-1.8132629,3.2350948,0.095790386,0.0024826922,0.084321804,0.9999998,6.6286726,,0
3.866444,-1.8159415,3.2452648,0.095116615,0.00252029,0.08315018,0.9999997,6.647665,,0
3.8764608,-1.8186144,3.255441,0.09441757,0.0025573983,0.08198017,0.9999997,6.6666346,,0
3.8864775,-1.821281,3.265623,0.093688965,0.0025938672,0.080811754,0.99999976,6.68557,,0
3.8964942,-1.8239415,3.2758095,0.092935085,0.0026298484,0.07964522,0.9999997,6.7044783,,0
3.9065108,-1.8265958,3.2860029,0.09215021,0.0026652406,0.07848095,0.99999976,6.7233534,,0
3.9165275,-1.8292443,3.2962,0.091342926,0.0027000762,0.077318676,0.9999997,6.7422047,,0
3.9265442,-1.8318863,3.306402,0.09050512,0.0027341654,0.07615906,0.9999997,6.7610197,,0
3.9365609,-1.8345227,3.3166077,0.089645386,0.0027677536,0.075002134,0.9999998,6.779813,,0
3.9465775,-1.8371534,3.3268194,0.088758945,0.0028006004,0.073847845,0.99999994,6.798579,,0
3.9565942,-1.8397785,3.3370378,0.08784485,0.002832778,0.0726966,0.99999994,6.817318,,0
3.966611,-1.8423972,3.3472583,0.086904526,0.0028642463,0.07154859,0.9999998,6.8360243,,0
3.9766276,-1.8450112,3.3574846,0.085944176,0.002895003,0.07040412,0.9999997,6.8547153,,0
3.9866443,-1.8476192,3.3677135,0.08495951,0.0029249568,0.0692634,0.9999998,6.8733764,,0
3.9966612,-1.8502215,3.3779492,0.083945274,0.0029542486,0.06812642,0.99999976,6.8920093,,0
4.0066776,-1.8528185,3.388186,0.08291435,0.0029828006,0.066993795,0.99999976,6.910623,,0
4.0166945,-1.8554099,3.3984277,0.08185673,0.0030105086,0.0658655,0.99999976,6.9292088,,0
4.026711,-1.8579965,3.408676,0.080776215,0.0030373593,0.06474208,0.9999998,6.947777,,0
4.036728,-1.860577,3.4189246,0.079674244,0.0030634978,0.0636235,0.99999976,6.966316,,0
4.0467443,-1.8631533,3.4291785,0.07855415,0.003088688,0.06251035,0.99999976,6.9848433,,0
4.0567613,-1.8657237,3.439436,0.07740688,0.0031130635,0.061402835,0.99999994,7.00334,,0
4.0667777,-1.8682896,3.4496956,0.076245785,0.0031366001,0.060301214,0.99999994,7.021822,,0
4.0767946,-1.8708498,3.4599602,0.07505655,0.0031592874,0.05920592,0.9999999,7.0402775,,0
4.0868115,-1.8734057,3.470227,0.073853016,0.003181034,0.058117386,0.9999999,7.0587187,,0
4.096828,-1.8759568,3.480499,0.07262707,0.0032018705,0.05703585,0.9999999,7.0771427,,0
4.106845,-1.8785024,3.4907727,0.07138014,0.0032218006,0.05596198,0.9999998,7.0955405,,0
4.1168613,-1.8810437,3.50105,0.07011652,0.0032407609,0.05489604,0.9999998,7.113926,,0
4.1268783,-1.8835799,3.5113292,0.06883335,0.003258756,0.053838555,0.9999998,7.1322904,,0
4.1368947,-1.886112,3.521611,0.067536354,0.0032759274,0.052789934,0.9999998,7.1506433,,0
4.1469116,-1.8886384,3.531895,0.066215515,0.0032920905,0.05175075,0.9999999,7.16897,,0
4.156928,-1.8911617,3.5421834,0.064884186,0.003307128,0.050721753,0.9999999,7.1872945,,0
4.166945,-1.8936795,3.5524724,0.06353283,0.003321334,0.049703352,0.9999999,7.205594,,0
4.1769614,-1.896193,3.562765,0.062162876,0.003334524,0.048696212,0.9999998,7.223879,,0
4.1869783,-1.8987027,3.5730598,0.060781956,0.003346678,0.047700983,0.9999999,7.242156,,0
4.196995,-1.9012077,3.5833554,0.059384823,0.003357818,0.046718497,0.9999999,7.2604165,,0
4.2070117,-1.9037086,3.5936546,0.057971478,0.0033679523,0.0457494,0.9999999,7.2786646,,0
4.217028,-1.9062053,3.6039536,0.05654764,0.0033770767,0.04479464,1.0,7.2969027,,0
4.227045,-1.9086976,3.6142545,0.055107594,0.0033852423,0.043855038,1.0,7.315125,,0
4.2370615,-1.9111857,3.6245577,0.05365324,0.0033923069,0.04293154,1.0,7.333336,,0
4.2470784,-1.9136701,3.6348639,0.05218458,0.0033983083,0.042025145,1.0,7.351536,,0
4.2570953,-1.9161505,3.6451702,0.05070591,0.0034033277,0.041136745,0.99999994,7.369727,,0
4.267112,-1.9186271,3.655479,0.049215317,0.0034072232,0.04026769,0.9999998,7.3879113,,0
4.2771287,-1.9210997,3.6657887,0.047710896,0.0034101047,0.039419126,0.9999999,7.406083,,0
4.287145,-1.923569,3.6760979,0.046203613,0.003411887,0.03859216,1.0,7.4242554,,0
4.297162,-1.926034,3.68641,0.04467821,0.003412639,0.03778821,0.99999994,7.4424105,,0
4.3071785,-1.9284952,3.6967206,0.043146133,0.0034124441,0.037008666,1.0,7.4605603,,0
4.3171954,-1.9309525,3.7070332,0.041602135,0.0034110236,0.03625497,0.99999994,7.4787006,,0
4.327212,-1.9334068,3.7173467,0.040050983,0.003408601,0.035528578,0.9999999,7.496839,,0
4.337229,-1.9358578,3.7276616,0.038491726,0.003405122,0.03483115,0.99999994,7.514974,,0
4.347245,-1.9383049,3.737978,0.036921024,0.0034005325,0.034164265,0.99999994,7.5331,,0
4.357262,-1.9407492,3.7482905,0.035354137,0.0033949735,0.033529572,0.9999999,7.551232,,0
4.3672786,-1.9431894,3.7586064,0.033769608,0.0033883504,0.032928832,0.9999998,7.569349,,0
4.3772955,-1.945627,3.768921,0.032186985,0.0033807077,0.03236368,1.0,7.587472,,0
4.387312,-1.9480605,3.7792377,0.03058815,0.0033718415,0.03183593,0.9999999,7.6055813,,0
4.397329,-1.9504912,3.7895527,0.028990746,0.00336213,0.031347223,0.9999998,7.6236954,,0
4.407346,-1.9529188,3.7998686,0.027386189,0.0033512036,0.03089921,0.99999994,7.6418066,,0
4.417362,-1.9553431,3.8101826,0.025779247,0.0033393581,0.030493496,0.99999994,7.659918,,0
4.427379,-1.9577649,3.820498,0.024169445,0.0033264197,0.030131558,0.99999994,7.6780314,,0
4.4373956,-1.9601834,3.8308125,0.022554874,0.003312491,0.029814776,0.99999994,7.696144,,0
4.4474125,-1.9625993,3.8411245,0.020943642,0.0032975373,0.029544454,0.99999994,7.714263,,0
4.457429,-1.965012,3.8514366,0.019326687,0.0032815656,0.029321568,0.9999999,7.73238,,0
4.467446,-1.9674213,3.8617496,0.017700672,0.0032645974,0.02914691,0.9999999,7.75049,,0
4.4774623,-1.9698284,3.8720603,0.016080856,0.0032465453,0.02902111,0.9999999,7.7686105,,0
4.487479,-1.9722333,3.8823695,0.014465809,0.0032276495,0.028944729,1.0,7.7867436,,0
4.4974957,-1.9746346,3.8926792,0.012840748,0.0032077148,0.028917683,1.0,7.804867,,0
4.5075126,-1.9770336,3.9029865,0.011219978,0.0031866843,0.028940026,1.0,7.822999,,0
4.517529,-1.9794307,3.913293,0.009606361,0.0031648646,0.02901117,0.9999999,7.8411446,,0
4.527546,-1.9818242,3.9235978,0.007985592,0.0031420637,0.029130688,0.99999994,7.859283,,0
4.5375624,-1.9842157,3.9339008,0.006371975,0.0031182137,0.029297335,1.0,7.8774357,,0
4.5475793,-1.9866052,3.9442024,0.004763603,0.0030935,0.029510628,1.0,7.8955984,,0
4.557596,-1.9889917,3.9544997,0.003159523,0.0030679465,0.029768849,1.0,7.9137645,,0
4.5676126,-1.991376,3.9648008,0.0015487671,0.0030413945,0.030070668,1.0,7.9319353,,0
4.5776296,-1.993758,3.9750962,5.1021576e-05,0.003013937,0.030414537,0.9999999,7.9501157,,0
4.587646,-1.9961381,3.9853897,0.0016412735,0.0029856658,0.030798586,0.9999999,7.9683123,,0
4.597663,-1.9985158,3.9956818,0.003230095,0.0029565166,0.031221328,0.99999994,7.986515,,0
4.6076794,-2.0008914,4.0059695,0.004808426,0.0029266076,0.03168076,1.0,8.00473,,0
4.6176963,-2.003265,4.0162563,0.006382942,0.0028958113,0.032174893,1.0,8.022954,,0
4.6277127,-2.0056362,4.0265408,0.007950783,0.0028642844,0.03270225,1.0,8.041189,,0
4.6377296,-2.008006,4.036823,0.009507179,0.0028317757,0.033260565,1.0,8.0594425,,0
4.647746,-2.010374,4.047103,0.011054039,0.0027986325,0.033848234,0.99999994,8.077709,,0
4.657763,-2.0127394,4.0573773,0.012594223,0.0027647314,0.034463447,0.99999994,8.095982,,0
4.6677794,-2.0151033,4.0676503,0.014123917,0.002730053,0.035104424,1.0,8.114273,,0
4.6777964,-2.017465,4.0779204,0.015645027,0.0026946773,0.035769522,1.0,8.132576,,0
4.687813,-2.0198255,4.0881877,0.01715374,0.0026585734,0.03645719,0.99999994,8.150896,,0
4.6978297,-2.0221846,4.0984526,0.018648148,0.002621785,0.037165735,1.0,8.169239,,0
4.707846,-2.0245414,4.1087136,0.02013588,0.0025843682,0.037893917,1.0,8.18759,,0
4.717863,-2.026897,4.11897,0.021603584,0.0025463179,0.038640436,1.0,8.205964,,0
4.72788,-2.0292504,4.1292233,0.023064613,0.0025076543,0.03940368,1.0,8.224348,,0
4.7378964,-2.0316029,4.139472,0.024504662,0.0024683506,0.0401825,1.0,8.242759,,0
4.7479134,-2.033954,4.149718,0.025930405,0.0024284995,0.040975872,1.0,8.2611885,,0
4.75793,-2.036303,4.1599617,0.027350426,0.0023881106,0.041782696,1.0,8.279629,,0
4.7679467,-2.0386517,4.1701994,0.028741837,0.0023472055,0.042601977,0.99999994,8.298102,,0
4.777963,-2.0409985,4.1804347,0.030125618,0.002305749,0.043432396,0.99999994,8.316589,,0
4.78798,-2.043344,4.190663,0.031484604,0.0022638908,0.044273637,0.99999994,8.335102,,0
4.7979965,-2.0456884,4.20089,0.032831192,0.0022214493,0.045124497,1.0,8.353634,,0
4.8080134,-2.0480309,4.211111,0.03416252,0.0021786971,0.045984335,1.0,8.37218,,0
4.81803,-2.050373,4.2213287,0.03547001,0.0021355231,0.046852164,1.0,8.39076,,0
4.828047,-2.052714,4.2315407,0.036753654,0.0020919738,0.047727592,1.0,8.409366,,0
4.8380632,-2.0550532,4.2417483,0.038028717,0.0020480533,0.04860981,1.0,8.427982,,0
4.84808,-2.0573924,4.2519507,0.039269447,0.0020038409,0.049498525,1.0,8.44664,,0
4.8580966,-2.0597298,4.2621493,0.040499687,0.0019593085,0.050392658,1.0,8.465311,,0
4.8681135,-2.0620666,4.2723413,0.041700363,0.0019145778,0.051291853,0.9999999,8.4840145,,0
4.87813,-2.0644026,4.2825303,0.04288292,0.001869549,0.052195758,0.9999999,8.502743,,0
4.888147,-2.066738,4.292713,0.044036865,0.0018242821,0.053103954,0.9999999,8.521503,,0
4.898164,-2.0690718,4.3028917,0.045176506,0.0017788861,0.05401589,1.0,8.540282,,0
4.90818,-2.0714054,4.3130627,0.046279907,0.0017333571,0.05493099,1.0,8.559099,,0
4.918197,-2.0737383,4.32323,0.047362328,0.0016876837,0.05584918,1.0,8.577943,,0
4.9282136,-2.0760698,4.33339,0.048423767,0.0016419438,0.056769874,0.99999994,8.596807,,0
4.9382305,-2.078402,4.343549,0.04945278,0.0015960798,0.057692967,0.99999994,8.615716,,0
4.948247,-2.0807328,4.353696,0.05045128,0.0015502833,0.05861797,1.0,8.634652,,0
4.958264,-2.083063,4.3638406,0.051430702,0.001504432,0.059544407,1.0,8.653612,,0
4.9682803,-2.085393,4.3739786,0.052373886,0.0014586587,0.0604724,1.0,8.672612,,0
4.978297,-2.087722,4.384112,0.05329609,0.0014128936,0.061401255,1.0,8.691639,,0
4.9883137,-2.0900505,4.394236,0.054184914,0.0013672936,0.062330995,1.0,8.710697,,0
4.9983306,-2.0923798,4.4043574,0.055038452,0.0013217394,0.0632612,1.0,8.729801,,0
5.008347,-2.0947077,4.4144707,0.055865288,0.0012764288,0.064192005,1.0,8.748932,,0
5.018364,-2.0970354,4.4245787,0.056663513,0.0012312976,0.065122776,0.99999994,8.768094,,0
5.0283804,-2.099363,4.4346757,0.057418823,0.0011864941,0.066053554,1.0,8.7873,,0
5.0383973,-2.1016898,4.44477,0.058154106,0.0011419005,0.06698419,0.99999994,8.80653,,0
5.048414,-2.1040168,4.4548597,0.05885601,0.001097537,0.06791409,0.99999994,8.8258,,0
5.0584307,-2.1063442,4.464939,0.05951023,0.001053557,0.068843335,1.0,8.845119,,0
5.0684476,-2.1086705,4.47501,0.060136795,0.0010099914,0.069772094,0.99999994,8.864464,,0
5.078464,-2.1109977,4.485077,0.06072426,0.000966797,0.070699565,0.99999994,8.883857,,0
5.088481,-2.1133237,4.495135,0.061282158,0.0009240391,0.07162623,0.99999994,8.903276,,0
5.0984974,-2.115651,4.5051875,0.061795235,0.00088178087,0.072551556,1.0,8.922749,,0
5.1085143,-2.1179776,4.5152335,0.062277794,0.00084003486,0.07347556,0.99999994,8.942255,,0
5.1185308,-2.120304,4.5252705,0.06272125,0.00079883606,0.07439785,1.0,8.961798,,0
5.1285477,-2.1226306,4.5352993,0.0631237,0.00075824634,0.075318485,1.0,8.981383,,0
5.138564,-2.1249583,4.545322,0.063482285,0.0007182739,0.076237686,0.99999994,9.00102,,0
5.148581,-2.1272855,4.5553374,0.06380558,0.0006789613,0.07715482,0.99999994,9.020693,,0
5.1585975,-2.1296127,4.5653424,0.06408501,0.00064035674,0.07806983,0.9999999,9.040409,,0
5.1686144,-2.1319401,4.5753436,0.0643301,0.00060248404,0.078982964,0.9999998,9.0601635,,0
5.178631,-2.1342685,4.585334,0.06452274,0.00056541414,0.07989397,0.99999994,9.079973,,0
5.1886477,-2.1365962,4.595317,0.06468201,0.00052915915,0.08080256,1.0,9.099813,,0
5.1986647,-2.138925,4.6052923,0.06479263,0.0004937079,0.081708625,1.0,9.119708,,0
5.208681,-2.1412537,4.615259,0.0648613,0.00045917914,0.082612544,0.99999994,9.139644,,0
5.218698,-2.1435833,4.6252174,0.06488228,0.00042558223,0.083513655,0.9999999,9.15963,,0
5.2287145,-2.1459136,4.635167,0.06485367,0.0003929779,0.08441227,0.99999994,9.179668,,0
5.2387314,-2.1482434,4.6451077,0.06478596,0.0003613645,0.085308105,0.9999999,9.199741,,0
5.248748,-2.1505744,4.6550417,0.06467056,0.00033077731,0.086201094,0.99999994,9.21987,,0
5.2587647,-2.1529057,4.664965,0.06450558,0.00030128585,0.08709132,1.0,9.240044,,0
5.268781,-2.1552382,4.6748805,0.06428814,0.00027292693,0.08797855,0.99999994,9.260273,,0
5.278798,-2.157571,4.68479,0.0640316,0.00024571523,0.08886266,0.9999999,9.280548,,0
5.2888145,-2.1599045,4.694688,0.063718796,0.00021972721,0.0897439,1.0,9.300874,,0
5.2988315,-2.1622386,4.7045765,0.06335449,0.00019495827,0.090621956,1.0,9.321251,,0
5.308848,-2.164573,4.7144575,0.06294918,0.00017150144,0.091496676,1.0,9.341671,,0
5.318865,-2.1669083,4.724328,0.06248665,0.0001493465,0.092368096,0.99999994,9.362145,,0
5.3288813,-2.1692452,4.7341886,0.061961174,0.00012857988,0.09323651,1.0,9.382687,,0
5.338898,-2.1715827,4.744043,0.061393738,0.00010917521,0.09410125,1.0,9.403271,,0
5.3489146,-2.1739209,4.753884,0.060764313,9.1254406e-05,0.09496262,0.99999994,9.423912,,0
5.3589315,-2.1762595,4.763717,0.060090065,7.479887e-05,0.09582041,0.99999994,9.444599,,0
